-105,-936,1813,265,-243,-248,2169
-77,-919,1684,1426,-1274,-1057,2183
-110,-1002,1802,2930,-2465,-2301,2193
-100,-991,1812,665,-1080,-367,2202
-106,-992,1794,31,-30,-57,2211
-104,-1003,1800,30,-29,-56,2221
-102,-994,1802,29,-30,-57,2230
-90,-999,1786,29,-30,-56,2239
-99,-1002,1791,29,-29,-57,2248
-106,-1007,1803,28,-30,-59,2258
-87,-1001,1788,29,-31,-56,2267
-107,-1003,1802,30,-29,-56,2276
-110,-1004,1801,30,-28,-56,2286
-92,-998,1791,30,-30,-54,2295
-99,-993,1792,27,-28,-54,2304
-105,-988,1787,27,-26,-53,2313
-102,-996,1792,26,-28,-53,2323
-109,-995,1783,26,-28,-58,2332
-102,-1006,1792,30,-32,-61,2341
-89,-998,1786,29,-32,-58,2350
-95,-995,1794,27,-29,-53,2360
-84,-1005,1788,26,-26,-53,2369
-105,-1002,1802,25,-28,-52,2379
-102,-1001,1794,25,-26,-51,2388
-102,-997,1784,23,-27,-51,2397
-99,-1007,1795,28,-28,-52,2406
-91,-996,1784,28,-30,-51,2415
-102,-1008,1782,28,-29,-51,2425
-111,-990,1785,30,-29,-50,2434
-101,-1001,1796,31,-32,-51,2444
-113,-991,1785,31,-31,-53,2453
-108,-1005,1806,29,-30,-53,2462
-101,-1003,1796,31,-29,-52,2471
-108,-999,1799,27,-29,-54,2481
-112,-998,1799,28,-31,-55,2490
-105,-1002,1801,27,-29,-55,2499
-107,-994,1786,28,-29,-58,2508
-109,-1001,1796,33,-30,-57,2518
-101,-992,1789,32,-30,-58,2527
-93,-1007,1792,33,-30,-58,2536
-90,-994,1785,33,-31,-58,2546
-95,-995,1805,34,-32,-58,2555
-103,-1008,1784,33,-34,-58,2564
-110,-997,1806,34,-34,-59,2573
-102,-1001,1802,35,-33,-59,2583
-99,-995,1810,37,-33,-59,2592
-100,-994,1802,34,-34,-61,2602
-97,-1003,1804,34,-34,-60,2611
-108,-994,1795,33,-31,-59,2620
-87,-997,1806,30,-31,-56,2629
-70,-989,1796,27,-33,-52,2638
-91,-989,1799,26,-28,-53,2648
-95,-1000,1798,26,-30,-53,2657
-95,-989,1802,28,-28,-52,2667
-99,-1004,1802,26,-29,-51,2676
-100,-1005,1795,24,-29,-51,2685
-97,-998,1784,24,-29,-49,2694
-106,-1003,1807,24,-29,-50,2704
-98,-997,1803,26,-30,-51,2713
-109,-1006,1803,28,-30,-50,2722
-101,-1000,1804,28,-29,-52,2732
-98,-1004,1798,29,-29,-51,2741
-100,-992,1810,28,-29,-53,2750
-92,-999,1796,27,-29,-53,2759
-90,-994,1796,26,-28,-52,2769
-101,-997,1807,26,-26,-51,2778
-107,-1010,1798,27,-28,-50,2787
-97,-990,1808,27,-30,-52,2797
-95,-988,1803,32,-31,-54,2806
-99,-984,1805,33,-32,-56,2815
-86,-990,1800,30,-32,-57,2824
-97,-993,1802,29,-32,-59,2834
-88,-994,1800,28,-31,-59,2843
-95,-999,1796,27,-30,-56,2852
-113,-1001,1803,27,-30,-56,2862
-108,-991,1791,26,-31,-58,2871
-71,-988,1790,29,-32,-58,2880
-103,-995,1819,26,-29,-56,2889
-94,-995,1804,26,-27,-56,2899
-94,-986,1804,27,-30,-55,2908
-114,-1000,1805,25,-26,-53,2917
-92,-996,1797,26,-29,-53,2927
-99,-999,1800,29,-30,-52,2936
-94,-995,1797,31,-31,-55,2945
-90,-985,1801,33,-34,-55,2954
-102,-993,1808,29,-29,-54,2964
-94,-1008,1796,29,-30,-56,2973
-87,-990,1800,30,-32,-56,2982
-103,-995,1812,31,-30,-56,2992
-82,-991,1801,29,-34,-57,3001
-89,-986,1805,28,-32,-55,3010
-93,-993,1797,29,-27,-55,3019
-99,-992,1801,31,-30,-55,3029
-87,-991,1802,32,-32,-55,3038
-90,-995,1805,30,-33,-55,3047
-93,-998,1802,30,-32,-55,3056
-89,-993,1800,28,-31,-54,3066
-106,-987,1807,27,-30,-53,3075
-84,-990,1794,28,-34,-55,3084
-102,-999,1809,29,-31,-53,3094
-85,-986,1803,31,-32,-54,3103
-82,-992,1795,32,-32,-52,3113
-108,-997,1811,30,-28,-50,3121
-82,-988,1802,30,-32,-50,3131
-90,-990,1799,30,-31,-50,3140
-96,-994,1802,28,-30,-50,3150
-83,-990,1794,29,-32,-50,3159
-102,-995,1814,27,-27,-50,3168
-89,-992,1805,26,-27,-51,3177
-86,-985,1799,25,-28,-50,3187
-99,-1000,1803,26,-26,-51,3196
-91,-993,1808,26,-28,-50,3205
-92,-995,1794,26,-28,-51,3215
-94,-998,1805,24,-27,-48,3224
-96,-994,1806,24,-28,-49,3233
-90,-994,1801,29,-31,-51,3243
-105,-1007,1809,28,-28,-51,3252
-104,-997,1806,29,-29,-50,3261
-91,-989,1813,31,-32,-51,3270
-98,-999,1804,32,-30,-51,3280
-94,-992,1811,31,-32,-52,3289
-93,-987,1803,34,-35,-51,3298
-88,-993,1811,35,-34,-51,3308
-84,-994,1806,32,-33,-51,3317
-100,-994,1817,31,-31,-50,3326
-94,-990,1813,30,-32,-51,3335
-93,-994,1810,31,-32,-51,3345
-96,-990,1810,32,-32,-51,3354
-91,-998,1808,31,-32,-52,3363
-96,-996,1800,31,-29,-53,3373
-98,-998,1808,28,-29,-52,3382
-95,-991,1818,28,-30,-53,3391
-92,-996,1813,27,-29,-54,3400
-82,-990,1801,27,-29,-52,3410
-91,-991,1810,25,-28,-52,3419
-99,-997,1819,24,-28,-54,3428
-85,-988,1804,28,-30,-53,3437
-97,-1002,1800,27,-29,-52,3447
-93,-986,1809,28,-31,-52,3456
-94,-994,1814,28,-31,-53,3465
-89,-997,1807,29,-31,-53,3475
-90,-987,1817,30,-31,-52,3484
-89,-978,1804,31,-30,-53,3493
-89,-994,1806,30,-30,-52,3502
-92,-993,1809,30,-31,-52,3512
-87,-988,1805,32,-32,-52,3521
-92,-991,1813,31,-32,-52,3531
-81,-987,1807,33,-34,-49,3540
-88,-992,1808,35,-32,-49,3549
-100,-986,1810,34,-31,-51,3558
-86,-982,1810,33,-35,-52,3568
-85,-985,1806,32,-33,-51,3577
-94,-977,1809,28,-29,-52,3586
-96,-985,1814,27,-28,-52,3595
-98,-983,1807,26,-26,-53,3605
-95,-988,1819,25,-27,-54,3614
-83,-992,1801,23,-27,-55,3623
-87,-984,1803,24,-26,-54,3633
-89,-996,1804,25,-28,-56,3642
-80,-996,1809,27,-29,-56,3651
-89,-987,1810,28,-28,-55,3660
-101,-991,1823,27,-27,-53,3670
-95,-987,1816,24,-26,-52,3679
-91,-981,1812,24,-27,-55,3688
-100,-993,1812,27,-30,-60,3698
-88,-986,1808,25,-28,-56,3707
-100,-984,1811,23,-25,-53,3716
-95,-990,1817,22,-24,-55,3725
-91,-985,1807,22,-24,-54,3735
-94,-988,1817,22,-23,-52,3744
-95,-988,1811,21,-24,-52,3753
-93,-990,1815,20,-24,-52,3763
-90,-988,1810,20,-24,-53,3772
-94,-991,1809,23,-24,-53,3781
-94,-983,1809,23,-25,-52,3790
-95,-985,1804,22,-26,-53,3800
-88,-993,1813,22,-25,-52,3809
