-32,-1038,1775,21,-26,-51,6483
-25,-1029,1774,20,-27,-50,6493
-35,-1047,1782,18,-26,-50,6502
-23,-1028,1777,21,-29,-53,6511
-32,-1034,1773,21,-27,-54,6521
-33,-1037,1771,21,-27,-53,6530
-26,-1025,1773,23,-28,-54,6539
-26,-1029,1771,22,-26,-54,6548
-25,-1032,1773,21,-27,-53,6558
-13,-1031,1785,19,-23,-52,6567
-37,-1039,1793,18,-23,-52,6576
-28,-1041,1781,18,-25,-51,6586
-22,-1023,1774,18,-26,-50,6595
-39,-1042,1778,19,-23,-50,6604
-26,-1042,1779,21,-26,-52,6613
-27,-1029,1784,24,-27,-51,6623
-29,-1030,1773,23,-27,-53,6632
-28,-1037,1777,20,-25,-53,6641
-25,-1030,1774,19,-24,-51,6651
-34,-1044,1778,22,-26,-51,6660
-21,-1030,1771,24,-25,-50,6669
-23,-1033,1777,22,-24,-52,6678
-36,-1041,1781,22,-24,-52,6688
-29,-1040,1782,22,-26,-53,6697
-25,-1032,1781,20,-25,-50,6707
-35,-1034,1786,21,-23,-50,6716
-25,-1037,1784,22,-26,-52,6725
-36,-1044,1780,23,-25,-52,6734
-35,-1043,1773,24,-24,-50,6744
-30,-1048,1792,26,-28,-52,6753
-33,-1040,1780,25,-27,-52,6762
-31,-1043,1776,24,-27,-53,6772
-24,-1030,1770,25,-28,-52,6781
-24,-1029,1777,25,-23,-52,6790
-33,-1041,1768,23,-26,-52,6800
-28,-1036,1775,27,-29,-53,6809
-38,-1041,1789,26,-28,-53,6818
-33,-1043,1781,26,-29,-53,6827
-28,-1035,1776,26,-28,-54,6837
-26,-1039,1779,28,-28,-53,6846
-37,-1044,1776,26,-29,-53,6855
-34,-1040,1776,27,-30,-53,6864
-37,-1042,1776,25,-31,-53,6874
-33,-1051,1791,27,-30,-54,6883
-29,-1041,1778,27,-30,-54,6892
-33,-1033,1780,29,-31,-53,6902
-29,-1036,1771,29,-31,-53,6911
-34,-1042,1775,29,-31,-53,6920
-30,-1044,1786,29,-29,-53,6929
-30,-1036,1774,31,-27,-53,6942
-31,-1036,1778,28,-29,-54,6948
-31,-1041,1779,30,-33,-57,6957
-27,-1033,1776,34,-34,-55,6967
-33,-1034,1789,31,-33,-53,6976
-36,-1044,1781,31,-34,-54,6985
-30,-1037,1772,31,-34,-54,6994
-27,-1030,1768,32,-33,-54,7004
-38,-1043,1777,32,-35,-55,7013
-32,-1038,1774,33,-35,-56,7023
-31,-1046,1787,36,-35,-57,7032
-27,-1031,1768,36,-37,-57,7041
-31,-1034,1773,36,-37,-57,7050
-28,-1030,1772,38,-38,-58,7060
-26,-1024,1775,37,-39,-58,7069
-24,-1023,1780,35,-39,-58,7078
-26,-1031,1780,32,-32,-56,7088
-22,-1033,1778,27,-30,-54,7097
-27,-1033,1779,27,-31,-52,7106
-33,-1036,1780,30,-32,-54,7115
-33,-1040,1778,31,-33,-57,7125
-25,-1028,1774,30,-33,-57,7134
-30,-1030,1778,31,-33,-56,7143
-36,-1045,1781,32,-32,-56,7153
-30,-1036,1774,31,-33,-58,7162
-29,-1033,1779,32,-34,-58,7171
-27,-1030,1779,32,-33,-58,7180
-27,-1033,1774,32,-32,-58,7190
-25,-1029,1778,32,-34,-59,7199
-21,-1031,1780,31,-32,-58,7208
-24,-1028,1777,31,-33,-56,7218
-26,-1038,1787,32,-33,-56,7227
